tunefamily,songid,motifid,begintime,endtime,duration,startindex,endindex,numberofnotes,motifclass,description,annotator,changes
Heer_Halewijn_2,NLB073750_01,NLB073750_01_01,9/2,6,3/2,8,9,2,"1:dg","jump","ann3",""
Heer_Halewijn_2,NLB073754_02,NLB073754_02_00,12,24,12,22,33,12,"2","melodic","ann3","length"
Heer_Halewijn_2,NLB073754_02,NLB073754_02_01,9/2,11/2,1,8,9,2,"1:dg","jump","ann3",""
Wat_zag_ik_daar_van_verre_1,NLB073771_02,NLB073771_02_00,5,8,3,8,10,3,"2:afisd","melodic (triad or jump)","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073771_02,NLB073771_02_01,11,16,5,16,19,4,"3:dcba","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073771_02,NLB073771_02_02,35,39,4,41,46,6,"4:cdee","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073771_02,NLB073771_02_03,17,21,4,22,27,6,"4:cdee","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073771_02,NLB073771_02_04,21,24,3,28,30,3,"5:dbg","melodic (triad or jump)","ann2","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB073775_02,NLB073775_02_00,0,5/2,5/2,0,1,2,"1:dc","interval up","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB073775_02,NLB073775_02_01,12,29/2,5/2,10,11,2,"1:dc","interval up","ann1","pr"
Er_was_een_meisje_van_zestien_jaren_1,NLB073775_02,NLB073775_02_02,7,12,5,8,9,2,"2:ba","melodic, descending interval","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB073775_02,NLB073775_02_03,19,24,5,18,19,2,"2:ba","melodic, descending interval","ann1","pr"
Er_was_een_meisje_van_zestien_jaren_1,NLB073775_02,NLB073775_02_04,34,39,5,35,37,3,"3:bag","melodic","ann1",""
Het_was_laatst_op_een_zomerdag,NLB073777_01,NLB073777_01_00,3,6,3,6,11,6,"1:eddedd","rhythmic, repetition","ann1",""
Het_was_laatst_op_een_zomerdag,NLB073777_01,NLB073777_01_01,15/2,12,9/2,15,21,7,"2:dedcb","melodic figure","ann1","length"
Het_was_laatst_op_een_zomerdag,NLB073777_01,NLB073777_01_02,12,35/2,11/2,22,29,8,"3:defisggaab","melodic:ascending line","ann1","length"
Er_was_een_koopman_rijk_en_machtig,NLB073788_01,NLB073788_01_00,2,4,2,3,4,2,"1:ca","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073788_01,NLB073788_01_01,32,35,3,42,45,4,"10:decb","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073788_01,NLB073788_01_02,35,36,1,46,47,2,"11:gg","rhytmic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073788_01,NLB073788_01_03,36,40,4,48,52,5,"12:abcag2","rhytmic+melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073788_01,NLB073788_01_04,8,10,2,9,11,3,"4:ded","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073788_01,NLB073788_01_05,16,20,4,19,24,6,"7:g-g'fis","8jump+melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073788_01,NLB073788_01_06,22,24,2,29,30,2,"8:edd","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073788_01,NLB073788_01_07,28,32,4,37,41,5,"9:cdeed","rhytmic+melodic","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB073803_01,NLB073803_01_00,3,6,3,4,9,6,"1:eddedd","rhytmic+repeated notes","ann2",""
Ik_kwam_laatst_eens_in_de_stad,NLB073803_01,NLB073803_01_01,27/2,33/2,3,19,22,4,"3:gbdg","melodic","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB073803_01,NLB073803_01_02,39/2,45/2,3,26,31,6,"4:eeegfise","melodic+rhytmic","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB073803_01,NLB073803_01_03,45/2,51/2,3,32,34,3,"5:dcb","melodic","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB073803_01,NLB073803_01_04,6,10,4,10,14,5,"2:bbddc","melodic+sequens","ann2","add"
Een_lindeboom_stond_in_het_dal_1,NLB073804_02,NLB073804_02_00,25/2,15,5/2,17,20,4,"1:dbdg","melodic","ann3",""
Een_lindeboom_stond_in_het_dal_1,NLB073804_02,NLB073804_02_01,0,5/2,5/2,0,3,4,"1:dbdg","melodic","ann3",""
Een_lindeboom_stond_in_het_dal_1,NLB073804_02,NLB073804_02_02,7/2,6,5/2,5,7,3,"2:gfisc","melodic, harmonic","ann3",""
Daar_ging_een_heer_1,NLB073822_01,NLB073822_01_00,5,10,5,9,16,8,"1:8884.8884.","rhytmic","ann1","cons"
Daar_ging_een_heer_1,NLB073822_01,NLB073822_01_01,0,5,5,0,8,9,"1:8884.8884.","rhytmic","ann2","length"
Daar_ging_een_heer_1,NLB073822_01,NLB073822_01_02,14,31/2,3/2,27,28,2,"3:bag","rhytmic+melodic","ann2","length"
Daar_ging_een_heer_1,NLB073822_01,NLB073822_01_03,33/2,143/8,11/8,33,34,2,"4:ag","rhymic+melodic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB073862_01,NLB073862_01_00,7/2,5,3/2,7,9,3,"1:ded","melodic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB073862_01,NLB073862_01_01,81/4,97/4,4,35,38,4,"2:dcba","melodic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB073862_01,NLB073862_01_02,107/4,123/4,4,43,48,6,"3:bagcb","melodic with jump","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB073862_01,NLB073862_01_03,155/4,171/4,4,61,66,6,"3:bagcb","melodic with jump","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB073862_01,NLB073862_01_04,125/4,145/4,5,50,56,7,"4:BcdAgaG","melodic+rhytmic","ann2","length"
Er_woonde_een_vrouwtje_al_over_het_bos,NLB073862_01,NLB073862_01_05,173/4,193/4,5,68,74,7,"4:BcdAgaG","melodic+rhytmic","ann2","length"
Een_lindeboom_stond_in_het_dal_1,NLB073866_01,NLB073866_01_00,0,6,6,0,3,4,"1:dbdg","melodic","ann3",""
Een_lindeboom_stond_in_het_dal_1,NLB073866_01,NLB073866_01_01,24,29,5,17,20,4,"1:dbdg","melodic","ann3",""
Een_lindeboom_stond_in_het_dal_1,NLB073866_01,NLB073866_01_02,7,12,5,5,7,3,"2:gfisc","melodic, harmonic","ann3",""
Een_lindeboom_stond_in_het_dal_1,NLB073866_01,NLB073866_01_03,40,45,5,30,33,4,"3:defisg","melodic","ann3",""
Ik_kwam_laatst_eens_in_de_stad,NLB073879_02,NLB073879_02_00,2,5,3,4,9,6,"1:eddedd","rhytmic+repeated notes","ann2",""
Ik_kwam_laatst_eens_in_de_stad,NLB073879_02,NLB073879_02_01,11,14,3,20,23,4,"3:gbdg","melodic","ann2","add"
Soldaat_kwam_uit_de_oorlog,NLB073888_01,NLB073888_01_00,7/2,9,11/2,6,11,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB073888_01,NLB073888_01_01,55/2,33,11/2,40,45,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB073888_01,NLB073888_01_02,25/2,18,11/2,18,23,6,"1","melodic","ann3","length"
Ik_kwam_laatst_eens_in_de_stad,NLB073895_01,NLB073895_01_00,3,6,3,4,9,6,"1:eddedd","rhytmic+repeated notes","ann2",""
Ik_kwam_laatst_eens_in_de_stad,NLB073895_01,NLB073895_01_01,6,21/2,9/2,10,14,5,"2:bbddc","melodic+sequens","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB073895_01,NLB073895_01_02,12,33/2,9/2,15,20,6,"2:bbddc","melodic+sequens","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB073895_01,NLB073895_01_03,18,21,3,21,24,4,"3:gbdg","melodic","ann2","add"
Ik_kwam_laatst_eens_in_de_stad,NLB073895_01,NLB073895_01_04,24,27,3,28,33,6,"4:eeegfise","melodic+rhytmic","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB073895_01,NLB073895_01_05,27,30,3,34,37,4,"5:dcb","melodic","ann2","length"
Zolang_de_boom_zal_bloeien_1,NLB073897_01,NLB073897_01_00,0,3,3,0,3,4,"1:dbdg","melodic","ann3","length"
Zolang_de_boom_zal_bloeien_1,NLB073897_01,NLB073897_01_01,12,15,3,15,18,4,"1:dbdg","melodic","ann3","length"
Zolang_de_boom_zal_bloeien_1,NLB073897_01,NLB073897_01_02,7/2,6,5/2,5,6,2,"2:fise","jump","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB073897_01,NLB073897_01_03,8,12,4,12,14,3,"3:gfised","melodic","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB073897_01,NLB073897_01_04,15,18,3,19,22,4,"4:bage","melodic","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB073897_01,NLB073897_01_05,18,24,6,23,29,7,"5:edefisg","melodic","ann3","length"
Daar_reed_een_jonkheer_1,NLB073929_01,NLB073929_01_00,1,6,5,1,4,4,"1:gfed","melodic line","ann1",""
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB073939_01,NLB073939_01_00,29,33,4,31,33,3,"2:cba","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB073939_01,NLB073939_01_01,13,33/2,7/2,14,16,3,"2:cba","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB073939_01,NLB073939_01_02,38,41,3,39,40,2,"3:dg","jump (fifth)","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB073939_01,NLB073939_01_03,63,68,5,61,64,4,"4:abcisd","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB073939_01,NLB073939_01_04,73,79,6,69,72,4,"4:abcisd","melodic","ann2","length"
Het_was_laatst_op_een_zomerdag,NLB073946_01,NLB073946_01_00,3,6,3,6,11,6,"1:eddedd","rhythmic, repetition","ann1",""
Het_was_laatst_op_een_zomerdag,NLB073946_01,NLB073946_01_01,12,18,6,23,30,8,"3:defisggaab","melodic:ascending line","ann1","length"
Ik_kwam_laatst_eens_in_de_stad,NLB073958_01,NLB073958_01_00,3,6,3,4,9,6,"1:eddedd","rhytmic+repeated notes","ann2",""
Ik_kwam_laatst_eens_in_de_stad,NLB073958_01,NLB073958_01_01,6,21/2,9/2,10,15,6,"2:bbddc","melodic+sequens","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB073958_01,NLB073958_01_02,21/2,15,9/2,16,21,6,"2:bbddc","melodic+sequens","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB073958_01,NLB073958_01_03,15,18,3,22,25,4,"3:gbdg","melodic","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB073958_01,NLB073958_01_04,21,24,3,29,34,6,"4:eeegfise","melodic+rhytmic","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB073958_01,NLB073958_01_05,24,27,3,35,37,3,"5:dcb","melodic","ann2","length"
Daar_was_laatstmaal_een_ruiter_2,NLB073990_01,NLB073990_01_00,0,2,2,0,1,2,"1:dg","interval up","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB073990_01,NLB073990_01_01,8,10,2,9,10,2,"1:dg","interval up","ann1","pr"
Daar_was_laatstmaal_een_ruiter_2,NLB073990_01,NLB073990_01_02,5,8,3,7,8,2,"2:gd","interval down","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB073990_01,NLB073990_01_03,13,16,3,17,18,2,"2:gd","interval down","ann1","pr"
Daar_was_laatstmaal_een_ruiter_2,NLB073990_01,NLB073990_01_04,17,19,2,20,23,4,"3:bbbb","repeating notes","ann1",""
Daar_was_laatstmaal_een_ruiter_2,NLB073990_01,NLB073990_01_05,21,49/2,7/2,27,31,5,"4:ddcba","melodic","ann1","length"
Wat_zag_ik_daar_van_verre_1,NLB073991_02,NLB073991_02_00,1,5/2,3/2,1,3,3,"1:ged","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073991_02,NLB073991_02_01,6,15/2,3/2,10,12,3,"1:ged","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073991_02,NLB073991_02_02,3,5,2,6,8,3,"2:afisd","melodic (triad or jump)","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073991_02,NLB073991_02_03,7,19/2,5/2,12,15,4,"3:dcba","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073991_02,NLB073991_02_04,10,12,2,18,21,4,"4:cdee","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073991_02,NLB073991_02_05,19,21,2,33,36,4,"4:cdee","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073991_02,NLB073991_02_06,12,27/2,3/2,22,24,3,"5:dbg","melodic (triad or jump)","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073991_02,NLB073991_02_07,21,45/2,3/2,37,39,3,"5:dbg","melodic (triad or jump)","ann2","length"
Soldaat_kwam_uit_de_oorlog,NLB073992_01,NLB073992_01_00,7/2,9,11/2,6,11,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB073992_01,NLB073992_01_01,85/2,48,11/2,58,63,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB073992_01,NLB073992_01_02,55/2,33,11/2,38,43,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB073992_01,NLB073992_01_03,25/2,18,11/2,18,23,6,"1","melodic","ann3","length"
Heer_Halewijn_2,NLB073994_01,NLB073994_01_00,23/2,24,25/2,21,33,13,"2","melodic","ann3","length"
Heer_Halewijn_2,NLB073994_01,NLB073994_01_01,9/2,6,3/2,8,9,2,"1:dg","jump","ann3",""
Wat_zag_ik_daar_van_verre_1,NLB073997_01,NLB073997_01_00,10,13,3,11,13,3,"1:ged","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073997_01,NLB073997_01_01,6,9,3,6,8,3,"2:afisd","melodic (triad or jump)","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073997_01,NLB073997_01_02,12,33/2,9/2,13,16,4,"3:dcba","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073997_01,NLB073997_01_03,18,22,4,20,23,4,"4:cdee","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073997_01,NLB073997_01_04,22,25,3,24,26,3,"5:dbg","melodic (triad or jump)","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073998_01,NLB073998_01_00,2,4,2,3,4,2,"1:ca","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073998_01,NLB073998_01_01,32,35,3,48,51,4,"10:decb","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073998_01,NLB073998_01_02,35,36,1,52,53,2,"11:gg","rhytmic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073998_01,NLB073998_01_03,36,40,4,54,58,5,"12:abcag2","rhytmic+melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073998_01,NLB073998_01_04,4,6,2,5,8,4,"2:gbdd","rhytmic+melodic(triat)","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073998_01,NLB073998_01_05,6,8,2,9,11,3,"3:afisd","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073998_01,NLB073998_01_06,8,10,2,12,14,3,"4:ded","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073998_01,NLB073998_01_07,11,12,1,17,18,2,"5:dc","rhytmic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073998_01,NLB073998_01_08,13,16,3,21,23,3,"6:bcd","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073998_01,NLB073998_01_09,16,20,4,24,29,6,"7:g-g'fis","8jump+melodic error?","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073998_01,NLB073998_01_10,22,24,2,34,36,3,"8:edd","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073998_01,NLB073998_01_11,28,32,4,43,47,5,"9:cdeed","rhytmic+melodic","ann2","length"
Heer_Halewijn_4,NLB074003_01,NLB074003_01_00,0,7/2,7/2,0,5,6,"1:ddabcd","rhytmic","ann2","add"
Heer_Halewijn_4,NLB074003_01,NLB074003_01_01,33/2,39/2,3,24,25,2,"2:ad","jump (5th)","ann2","length"
Heer_Halewijn_4,NLB074003_01,NLB074003_01_02,41/2,24,7/2,28,30,3,"3:bag","melodic","ann2",""
Daar_ging_een_heer_1,NLB074004_01,NLB074004_01_00,12,24,12,11,18,8,"1:8884.8884.","rhytmic","ann1","cons"
Daar_ging_een_heer_1,NLB074004_01,NLB074004_01_01,0,12,12,0,10,11,"1:8884.8884.","rhytmic","ann2","length"
Daar_ging_een_heer_1,NLB074004_01,NLB074004_01_02,45,48,3,39,40,2,"5:gd","rhytmic+melodic","ann2","length"
O_God_ik_leef_in_nood,NLB074007_01,NLB074007_01_00,0,3/2,3/2,0,1,2,"1:dg ","jump (fourth)","ann2","length"
O_God_ik_leef_in_nood,NLB074007_01,NLB074007_01_01,36,75/2,3/2,47,48,2,"1:dg ","jump (fourth)","ann2","length"
O_God_ik_leef_in_nood,NLB074007_01,NLB074007_01_02,18,24,6,20,25,6,"2:dfisfisfis4","melodic+rhytmic","ann2","length"
O_God_ik_leef_in_nood,NLB074007_01,NLB074007_01_03,54,60,6,65,70,6,"2:dfisfisfis4","melodic+rhytmic","ann2","pr"
O_God_ik_leef_in_nood,NLB074007_01,NLB074007_01_04,26,55/2,3/2,30,32,3,"3:gfise","melodic","ann2","length"
Daar_reed_een_jonkheer_1,NLB074028_01,NLB074028_01_00,1/2,5,9/2,1,4,4,"1:gfed","melodic line","ann1",""
Daar_reed_een_jonkheer_1,NLB074028_01,NLB074028_01_01,31/2,20,9/2,24,27,4,"1:gfed","melodic line","ann1","pr"
Daar_reed_een_jonkheer_1,NLB074028_01,NLB074028_01_02,13/2,35/4,9/4,8,10,3,"2:aaaa","repeating notes, rhythmic","ann1",""
O_God_ik_leef_in_nood,NLB074038_01,NLB074038_01_00,0,3/2,3/2,0,1,2,"1:dg ","jump (fourth)","ann2","length"
O_God_ik_leef_in_nood,NLB074038_01,NLB074038_01_01,18,24,6,19,24,6,"2:dfisfisfis4","melodic+rhytmic","ann2","length"
O_God_ik_leef_in_nood,NLB074038_01,NLB074038_01_02,54,60,6,66,71,6,"2:dfisfisfis4","melodic+rhytmic","ann2","pr"
O_God_ik_leef_in_nood,NLB074038_01,NLB074038_01_03,26,55/2,3/2,29,31,3,"3:gfise","melodic","ann2","length"
Daar_ging_een_heer_1,NLB074048_02,NLB074048_02_00,0,12,12,0,7,8,"1:8884.8884.","rhytmic","ann2","length"
Daar_ging_een_heer_1,NLB074048_02,NLB074048_02_01,12,23,11,8,15,8,"1:8884.8884.","rhytmic","ann1","cons"
Daar_ging_een_heer_1,NLB074048_02,NLB074048_02_02,32,35,3,26,28,3,"3:bag","rhytmic+melodic","ann2","length"
Daar_ging_een_heer_1,NLB074048_02,NLB074048_02_03,38,41,3,32,33,2,"4:ag","rhymic+melodic","ann2","length"
Daar_ging_een_heer_1,NLB074048_02,NLB074048_02_04,44,47,3,37,38,2,"5:gd","rhytmic+melodic","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB074077_02,NLB074077_02_00,3,6,3,5,10,6,"1:eddedd","rhytmic+repeated notes","ann2",""
Ik_kwam_laatst_eens_in_de_stad,NLB074077_02,NLB074077_02_01,6,21/2,9/2,11,15,5,"2:bbddc","melodic+sequens","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB074077_02,NLB074077_02_02,12,33/2,9/2,16,21,6,"2:bbddc","melodic+sequens","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB074077_02,NLB074077_02_03,33/2,39/2,3,22,26,5,"3:gbdg","melodic","ann2","length"
Ik_kwam_laatst_eens_in_de_stad,NLB074077_02,NLB074077_02_04,45/2,51/2,3,30,34,5,"4:eeegfise","melodic+rhytmic","ann2","add"
Ik_kwam_laatst_eens_in_de_stad,NLB074077_02,NLB074077_02_05,51/2,57/2,3,35,37,3,"5:dcb","melodic","ann2","length"
Zolang_de_boom_zal_bloeien_1,NLB074100_01,NLB074100_01_00,0,3,3,0,3,4,"1:dbdg","melodic","ann3","length"
Zolang_de_boom_zal_bloeien_1,NLB074100_01,NLB074100_01_01,7/2,6,5/2,5,6,2,"2:fise","jump","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB074100_01,NLB074100_01_02,15/2,12,9/2,10,13,4,"3:gfised","melodic","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB074100_01,NLB074100_01_03,15,18,3,18,21,4,"4:bage","melodic","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB074100_01,NLB074100_01_04,18,24,6,22,28,7,"5:edefisg","melodic","ann3","length"
Het_was_laatst_op_een_zomerdag,NLB074104_01,NLB074104_01_00,3,6,3,6,11,6,"1:eddedd","rhythmic, repetition","ann1",""
Het_was_laatst_op_een_zomerdag,NLB074104_01,NLB074104_01_01,15/2,12,9/2,15,19,5,"2:dedcb","melodic figure","ann1","length"
Het_was_laatst_op_een_zomerdag,NLB074104_01,NLB074104_01_02,12,18,6,20,28,9,"3:defisggaab","melodic:ascending line","ann1","start|length"
Heer_Halewijn_2,NLB074156_03,NLB074156_03_00,29/2,53/2,12,20,31,12,"2","melodic","ann3","length"
Heer_Halewijn_2,NLB074156_03,NLB074156_03_01,11/2,7,3/2,7,8,2,"1:dg","jump","ann3",""
Soldaat_kwam_uit_de_oorlog,NLB074157_01,NLB074157_01_00,4,9,5,6,11,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB074157_01,NLB074157_01_01,28,67/2,11/2,38,43,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB074157_01,NLB074157_01_02,13,37/2,11/2,18,23,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB074157_01,NLB074157_01_03,43,97/2,11/2,58,63,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB074161_01,NLB074161_01_00,85/2,48,11/2,56,61,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB074161_01,NLB074161_01_01,55/2,33,11/2,35,40,6,"1","melodic","ann3","length"
Het_was_laatst_op_een_zomerdag,NLB074166_01,NLB074166_01_00,3,6,3,6,11,6,"1:eddedd","rhythmic, repetition","ann1",""
Het_was_laatst_op_een_zomerdag,NLB074166_01,NLB074166_01_01,15/2,12,9/2,15,19,5,"2:dedcb","melodic figure","ann1","length"
Het_was_laatst_op_een_zomerdag,NLB074166_01,NLB074166_01_02,12,18,6,20,27,8,"3:defisggaab","melodic:ascending line","ann1","length"
Zolang_de_boom_zal_bloeien_1,NLB074182_01,NLB074182_01_00,0,3,3,0,4,5,"1:dbdg","melodic","ann3","length"
Zolang_de_boom_zal_bloeien_1,NLB074182_01,NLB074182_01_01,7/2,6,5/2,6,7,2,"2:fise","jump","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB074182_01,NLB074182_01_02,27/2,33/2,3,20,22,3,"4:bage","melodic","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB074182_01,NLB074182_01_03,33/2,45/2,6,23,29,7,"5:edefisg","melodic","ann3","length"
Heer_Halewijn_4,NLB074216_01,NLB074216_01_00,0,4,4,0,5,6,"1:ddabcd","rhytmic","ann2","length"
Heer_Halewijn_4,NLB074216_01,NLB074216_01_01,19,22,3,28,29,2,"2:ad","jump (5th)","ann2","length"
Heer_Halewijn_4,NLB074216_01,NLB074216_01_02,24,28,4,32,34,3,"3:bag","melodic","ann2",""
Daar_ging_een_heer_1,NLB074227_01,NLB074227_01_00,0,11,11,0,7,8,"1:8884.8884.","rhytmic","ann2","length"
Daar_ging_een_heer_1,NLB074227_01,NLB074227_01_01,11,22,11,8,16,9,"1:8884.8884.","rhytmic","ann1","cons"
Daar_ging_een_heer_1,NLB074227_01,NLB074227_01_02,31,34,3,29,30,2,"3:bag","rhytmic+melodic","ann2","length"
Daar_ging_een_heer_1,NLB074227_01,NLB074227_01_03,37,39,2,34,35,2,"4:ag","rhymic+melodic","ann2","length"
Daar_ging_een_heer_1,NLB074227_01,NLB074227_01_04,44,47,3,42,43,2,"5:gd","rhytmic+melodic","ann2","length"
Soldaat_kwam_uit_de_oorlog,NLB074234_01,NLB074234_01_00,7/2,9,11/2,6,11,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB074234_01,NLB074234_01_01,55/2,32,9/2,40,45,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB074234_01,NLB074234_01_02,25/2,18,11/2,18,23,6,"1","melodic","ann3","length"
Er_reed_er_eens_een_ruiter_1,NLB074246_01,NLB074246_01_00,1,4,3,1,4,4,"1:b,a,g,fis","melodic descending","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB074246_01,NLB074246_01_01,12,27/2,3/2,14,16,3,"3:ddg","ascending fourth","ann1","length"
Er_reed_er_eens_een_ruiter_1,NLB074246_01,NLB074246_01_02,19,22,3,26,28,3,"5:bdb","ascending + descending interval","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB074246_01,NLB074246_01_03,22,27,5,29,32,4,"6:accbag","melodic figure","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB074246_02,NLB074246_02_00,1,4,3,1,4,4,"1:b,a,g,fis","melodic descending","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB074246_02,NLB074246_02_01,13,16,3,16,19,4,"1:b,a,g,fis","melodic descending","ann1","pr"
Er_reed_er_eens_een_ruiter_1,NLB074246_02,NLB074246_02_02,24,103/4,7/4,30,32,3,"3:ddg","ascending fourth","ann1","length"
Er_reed_er_eens_een_ruiter_1,NLB074246_02,NLB074246_02_03,39,163/4,7/4,49,51,3,"3:ddg","ascending fourth","ann1","pr"
Er_reed_er_eens_een_ruiter_1,NLB074246_02,NLB074246_02_04,26,28,2,34,37,4,"4:bbbb","rhythmic repetition of notes","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB074246_02,NLB074246_02_05,41,43,2,53,56,4,"4:bbbb","rhythmic repetition of notes","ann1","pr"
Er_reed_er_eens_een_ruiter_1,NLB074246_02,NLB074246_02_06,31,34,3,42,44,3,"5:bdb","ascending + descending interval","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB074246_02,NLB074246_02_07,46,49,3,61,63,3,"5:bdb","ascending + descending interval","ann1","pr"
Er_reed_er_eens_een_ruiter_1,NLB074246_02,NLB074246_02_08,34,39,5,45,48,4,"6:accbag","melodic figure","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB074246_02,NLB074246_02_09,49,54,5,64,67,4,"6:accbag","melodic figure","ann1","pr"
Er_was_een_meisje_van_zestien_jaren_1,NLB074260_01,NLB074260_01_00,0,3,3,0,1,2,"1:dc","interval up","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB074260_01,NLB074260_01_01,8,11,3,8,9,2,"2:ba","melodic, descending interval","ann1","length"
Er_was_een_meisje_van_zestien_jaren_1,NLB074260_01,NLB074260_01_02,22,27,5,23,25,3,"3:bag","melodic","ann1",""
Er_was_een_meisje_van_zestien_jaren_1,NLB074260_02,NLB074260_02_00,11,14,3,11,13,3,"1:dc","interval up","ann1","pr"
