@relation groupsamp
@attribute class {'X1','X10','X2','X3','X4','X5','X6','X7','X8','X9'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Melodic_Large_Intervals numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Amount_of_Staccato numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@data
'X6',0.2,0.2,0.8333,1,5,3,7,8,7,12,72,69,0.8333,0.1667,0,6,2,2,2.034,4,2,0.3793,0.4545,0.4138,0.1724,0.1724,0.5517,0.2414,0,0,0,0.03448,0,0,0,2.5,0,0.4167,4,7.833,7.227,120,60,2,0.2414,0.1954,1.235,0.4368,5,9,5,0.6,0.03289,2.308,0.5912,0.4083,0.2433,1,0.125,0,0.3874,0.2199,0.07547,12.75,13.25
'X6',0.3913,0.3913,0.7778,0.7778,2,2,3,5,5,8,74,75,0.08696,0.913,2,1,3,2,1.636,4,2,0.4091,0.5556,0.4545,0.2273,0.1364,0.5455,0.2273,0,0,0,0,0,0,0,0,0,0.4706,2.833,5.5,3.833,80,120,1.5,0.2143,0.2143,1,0.4286,5,5,5,0.4,0.03486,2.875,0.9428,0.3043,0.1296,0.75,0.25,0,0.3063,0.1321,0.125,7.5,8
'X6',0.2,0.2,1,1,3,2,5,7,7,11,71,72,0.5667,0.4333,2,3,2,2,1.241,3,2,0.4828,0.7143,0.3793,0.3448,0.1379,0.6207,0.03448,0,0,0,0,0,0,0,0,0.03333,0.5263,2.714,4.429,3.13,120,40,3,0.2105,0.2,1.053,0.4105,5,9,5,0.6,0.0334,2.727,0.7217,0.3583,0.1962,1,0.125,0,0.3357,0.1571,0.08511,11.25,11.75
'X6',0.2308,0.2308,0.8333,1,4,9,5,7,6,14,71,69,0.8077,0.1923,2,4,2,2,2.24,3,2,0.44,0.3636,0.36,0.16,0.12,0.56,0.16,0.08,0,0.04,0,0,0,0,1,0,0.381,3,7.571,3.889,60,120,2,0.254,0.254,1,0.5079,5,5,5,0.4,0.0359,2.167,0.7638,0.4519,0.3318,1.5,0.25,0,0.4495,0.3385,0.07843,12.25,12.75
'X6',0.2692,0.2692,0.8571,0.8571,3,9,5,7,6,12,74,72,0.5769,0.4231,2,4,3,2,2.2,3,1,0.48,0.3333,0.28,0.12,0.16,0.64,0.16,0.04,0,0,0.04,0,0,0,1,0.03846,0.4545,3.143,7.143,4.421,120,40,3,0.2152,0.2025,1.062,0.4177,5,10,5,0.6,0.03091,2.6,1.953,0.3558,0.1827,1,0.125,0,0.3595,0.1851,0.09756,9.75,10.25
'X6',0.2308,0.2308,1,1,3,9,5,6,6,9,71,72,0.6154,0.3846,2,4,3,2,1.75,3,2,0.5,0.3333,0.3333,0.1667,0.1667,0.6667,0.1667,0,0,0,0,0,0,0,1,0,0.4,5,6,3.714,120,40,3,0.3,0.2667,1.125,0.5667,3,5,4,0.75,0.03877,1.857,0.3536,0.4615,0.2002,1,0.25,0,0.4578,0.2087,0.1429,6.5,7
'X6',0.3478,0.3478,0.625,0.625,2,9,4,6,5,12,71,69,0.913,0.08696,11,3,1,2,2.227,5,2,0.3636,0.625,0.4545,0.2273,0.04545,0.4091,0.2273,0.1364,0,0,0,0,0,0,1.5,0,0.4706,2.429,6.714,3.312,40,60,1.5,0.2623,0.2623,1,0.5246,4,5,5,0.6,0.03734,2.091,0.8036,0.4565,0.2085,1,0.25,0,0.4654,0.2084,0.08696,11,11.5
'X6',0.3333,0.3333,0.8235,0.8235,2,2,4,8,7,12,71,68,0.9608,0.03922,11,3,2,2,1.96,3,2,0.42,0.619,0.44,0.26,0.06,0.48,0.16,0.08,0,0.02,0,0,0,0,3,0,0.4324,2.176,5.588,3.55,40,120,3,0.2342,0.2278,1.028,0.462,5,10,5,0.6,0.03297,2.429,0.4809,0.3922,0.1854,1,0.125,0,0.3945,0.1862,0.04762,20.5,21
'X6',0.5333,0.5333,0.5,0.5,2,2,2,5,5,7,69,67,1,0,9,1,2,0,1,2,2,0.5714,0.5,0.5714,0.5714,0.07143,0.3571,0,0.07143,0,0,0,0,0,0,0,0.06667,0.3333,6,7,2,80,40,2,0.25,0.2,1.25,0.45,5,5,5,0.4,0.03525,2.5,2.475,0.3833,0.2085,0.75,0.25,0,0.3924,0.2129,0.1481,6.25,6.75
'X6',0.3793,0.3793,0.5455,0.5455,2,9,4,7,6,12,71,68,0.931,0.06897,11,3,1,0,1.821,4,2,0.3571,0.7,0.5714,0.3571,0.07143,0.3214,0.2143,0.1071,0,0,0,0,0,0,2,0,0.5,2.571,7,3.286,40,120,3,0.2083,0.1979,1.053,0.4062,5,10,5,0.6,0.03053,2.9,2.097,0.3362,0.1739,1,0.125,0,0.3388,0.1763,0.09302,10.25,10.75
'X6',0.1875,0.1875,1,1,2,2,6,7,6,14,69,70,0.75,0.25,2,6,0,2,1.6,3,2,0.5333,0.375,0.2,0.2,0.2,0.7333,0,0.06667,0,0,0,0,0,0,0,0,0.25,3,4.25,2.111,60,120,2,0.25,0.25,1,0.5,5,5,5,0.4,0.03602,2,0.9428,0.4375,0.3096,1.5,0.25,0,0.4495,0.3162,0.125,7.5,8
'X6',0.3571,0.3571,0.8,0.8,2,2,3,5,5,9,69,69,0.8571,0.1429,9,1,3,2,2.077,2,2,0.7692,0.2,0.2308,0.1538,0,0.7692,0,0,0,0.07692,0,0,0,0,0,0,0.4545,1.833,4.167,2.667,60,120,2,0.225,0.225,1,0.45,5,5,5,0.4,0.03503,2,1.061,0.4286,0.2285,1,0.25,0,0.3841,0.1651,0.1429,6.5,7
'X6',0.3125,0.3125,0.9,0.9,2,2,5,6,6,9,71,67,1,0,11,3,2,2,2.452,4,2,0.5484,0.2941,0.2903,0.1613,0.06452,0.6129,0.03226,0.09677,0,0.09677,0,0,0,0,0,0,0.4231,2,5.692,4.731,120,40,3,0.2529,0.2414,1.048,0.4943,4,10,5,0.6,0.03439,2.133,1.451,0.4531,0.2076,1,0.125,0,0.4511,0.2108,0.06452,15,15.5
'X6',0.25,0.25,0.875,0.875,2,2,5,7,6,12,71,70,0.8438,0.1562,11,4,2,2,1.742,3,2,0.4839,0.4667,0.3226,0.2258,0.1613,0.6452,0.06452,0.03226,0,0.03226,0,0,0,0,1,0.09375,0.5,3,5.875,3.583,120,60,2,0.2,0.1913,1.045,0.3913,4,10,6,0.5,0.02827,2.909,0.6292,0.332,0.1406,0.5,0.125,0,0.3261,0.1395,0.08602,11.12,11.62
'X6',0.4667,0.4667,0.5714,0.5714,2,2,3,5,5,7,74,75,0,1,2,1,3,0,1.207,2,2,0.5172,0.5333,0.5862,0.5172,0.06897,0.3448,0.06897,0.06897,0,0,0,0,0,0,1,0,0.4286,1.75,3.5,3.24,40,80,2,0.2857,0.2857,1,0.5714,5,5,5,0.6,0.03694,2.308,0.4739,0.425,0.2555,1.25,0.25,0,0.4219,0.2597,0.07273,13.25,13.75
'X6',0.4348,0.4348,0.4,0.4,3,2,3,7,6,12,74,73,0.3478,0.6522,2,2,1,0,2.091,3,2,0.3182,0.8571,0.6818,0.3182,0,0.2727,0.3182,0.04545,0,0.04545,0,0,0,0,6,0,0.5333,1.875,4.75,3.312,80,40,2,0.2429,0.2,1.214,0.4429,5,5,5,0.4,0.03506,2.556,0.7071,0.3804,0.1976,0.75,0.25,0,0.3745,0.2004,0.1026,9.25,9.75
'X6',0.4,0.4,0.6667,0.6667,2,2,3,6,5,12,71,69,0.9333,0.06667,11,3,2,2,1.793,3,2,0.3793,0.8182,0.5172,0.3103,0.03448,0.4138,0.2069,0.06897,0,0,0,0,0,0,5,0.06667,0.45,2.5,6.125,3.217,40,120,3,0.2043,0.2043,1,0.4086,3,10,5,0.6,0.02941,2.5,0.6292,0.3708,0.1871,1,0.125,0,0.3659,0.1888,0.08247,11.62,12.12
'X6',0.2903,0.2903,1,1,4,4,5,6,5,12,67,68,0.9032,0.09677,7,3,2,0,1.967,3,2,0.4333,0.4615,0.5333,0.4333,0.06667,0.2667,0.1,0.1667,0,0,0.03333,0,0,0,0.5,0,0.5294,2.429,6.714,3.16,120,60,2,0.266,0.2234,1.19,0.4894,5,5,5,0.6,0.03553,2.583,0.2887,0.371,0.127,0.5,0.25,0,0.3745,0.1271,0.08,12,12.5
'X6',0.3077,0.3077,0.75,0.75,5,7,5,5,5,7,74,72,0.5385,0.4615,2,4,2,2,1.5,3,2,0.6667,0.25,0.1667,0.1667,0.1667,0.8333,0,0,0,0,0,0,0,0,0,0,0.5,3.333,5.333,4.25,80,40,2,0.2632,0.2105,1.25,0.4737,5,5,5,0.4,0.03537,2.6,2.298,0.3269,0.1201,0.5,0.25,0,0.3328,0.1231,0.1905,4.75,5.25
'X6',0.3103,0.3103,0.5556,0.5556,3,2,4,8,7,12,74,73,0.4483,0.5517,2,3,2,2,2.321,3,2,0.5714,0.1875,0.25,0.1071,0.1071,0.6786,0.1071,0.03571,0,0.03571,0.03571,0,0,0,2,0.06897,0.52,2.5,6,3.895,120,40,3,0.2021,0.1915,1.056,0.3936,5,10,5,0.6,0.02968,2.636,0.9465,0.3448,0.1788,1,0.125,0,0.3388,0.1796,0.09091,10.5,11
'X6',0.2188,0.2188,1,1,2,2,6,8,7,12,67,70,0.7812,0.2188,7,6,2,2,1.903,3,2,0.6452,0.2,0.1935,0.129,0.09677,0.7419,0.06452,0.06452,0,0,0,0,0,0,0,0,0.4815,2.455,5,4.174,80,40,2,0.2921,0.2809,1.04,0.573,5,5,5,0.4,0.03699,2.133,1.436,0.4609,0.2385,1.25,0.25,0,0.435,0.1933,0.06349,15.25,15.75
'X6',0.3438,0.3438,1,1,2,2,4,6,6,9,74,73,0.3125,0.6875,2,2,2,2,2.613,5,2,0.3548,0.5455,0.5484,0.1935,0.03226,0.3871,0.2581,0.06452,0,0.09677,0,0,0,0,1.667,0,0.48,1.923,5.846,4.154,120,40,3,0.2838,0.2568,1.105,0.5405,5,5,5,0.6,0.03732,1.6,1.046,0.5938,0.3222,1.5,0.25,0,0.564,0.2811,0.05,19.5,20
'X6',0.4138,0.4138,0.6667,0.6667,2,2,3,6,6,10,62,63,1,0,2,1,3,0,1.464,3,2,0.4286,0.6667,0.5714,0.4286,0.07143,0.3571,0.1429,0.07143,0,0,0,0,0,0,3,0,0.4375,2,4.25,3.478,40,80,2,0.284,0.284,1,0.5679,5,5,5,0.6,0.03686,2.231,0.3849,0.431,0.2579,1.25,0.25,0,0.4281,0.2623,0.07407,13,13.5
'X6',0.2903,0.2903,0.6667,0.6667,7,5,5,9,8,12,67,70,0.6452,0.3548,7,5,1,2,1.733,3,2,0.3333,0.9,0.4333,0.3,0.1667,0.5,0.1,0.06667,0,0.03333,0,0,0,0,2,0,0.4286,2.333,5.444,3.857,80,40,2,0.2766,0.2447,1.13,0.5213,5,5,5,0.4,0.03601,2.583,0.25,0.379,0.1564,0.75,0.25,0,0.3828,0.1572,0.07843,12.25,12.75
'X6',0.3333,0.3333,0.75,0.75,2,2,3,6,6,9,69,71,0.75,0.25,9,2,2,2,1.636,4,2,0.6364,0.2857,0.2727,0.1818,0.09091,0.7273,0.09091,0,0,0,0,0,0,0,0,0,0.4444,4.5,4.5,3.333,80,120,1.5,0.2222,0.2222,1,0.4444,5,5,5,0.4,0.035,2.4,2.121,0.3333,0.1628,0.75,0.25,0,0.295,0.1011,0.2,4.5,5
'X6',0.2692,0.2692,1,1,2,2,5,7,6,12,69,68,0.9231,0.07692,9,3,2,2,2,3,2,0.36,0.7778,0.48,0.28,0.08,0.44,0.16,0.08,0,0.04,0,0,0,0,3,0,0.5,2.25,5.875,4.105,120,40,3,0.2237,0.2105,1.062,0.4342,5,10,5,0.6,0.03283,2.6,2.046,0.3558,0.1927,1,0.125,0,0.3645,0.1907,0.09756,9.75,10.25
'X6',0.2581,0.3226,1,0.8,7,5,4,6,5,12,67,69,0.7419,0.2581,2,3,2,2,2.467,5,2,0.3667,0.5455,0.4667,0.2,0.06667,0.4333,0.2,0.1,0,0.06667,0,0,0,0,1,0.09677,0.375,2.667,7.444,4.36,120,60,2,0.2308,0.2198,1.05,0.4505,3,10,5,0.6,0.03093,2.385,0.2927,0.3871,0.2465,1.5,0.125,0,0.3912,0.2494,0.07692,12.5,13
'X6',0.25,0.25,1,1,2,7,4,5,5,7,69,70,0.75,0.25,2,3,1,2,1.636,5,2,0.4545,0.6,0.4545,0.2727,0.09091,0.5455,0.1818,0,0,0,0,0,0,0,1,0,0.375,4,5.5,4,80,120,1.5,0.2424,0.2424,1,0.4848,5,5,5,0.4,0.03539,2.4,2.121,0.375,0.2919,1.25,0.25,0,0.295,0.1011,0.1818,5,5.5
'X6',0.2258,0.2258,0.7143,0.8571,3,5,6,9,7,14,74,74,0.3871,0.6129,2,7,2,2,2.367,5,1,0.4333,0.3846,0.3,0.06667,0.1667,0.6,0.2333,0.1,0,0,0,0,0,0,0.75,0.09677,0.5,3.111,6.889,5.955,40,120,3,0.1939,0.1939,1,0.3878,5,10,5,0.6,0.02995,2.818,0.9014,0.3468,0.1874,1,0.125,0,0.3495,0.1897,0.08511,11.25,11.75
'X6',0.3333,0.3333,0.8,0.8,7,5,4,5,5,7,67,70,0.7333,0.2667,7,3,2,0,1.345,2,2,0.5172,0.6,0.6552,0.5172,0.03448,0.3448,0.06897,0,0,0.06897,0,0,0,0,0,0,0.5714,1.556,3.889,3.08,120,80,1.5,0.2447,0.2234,1.095,0.4681,5,5,5,0.6,0.03525,2.727,0.8036,0.35,0.2754,1.5,0.25,0,0.3443,0.2788,0.08696,11,11.5
'X6',0.3871,0.3871,0.5833,0.5833,2,2,4,6,5,12,71,68,0.9677,0.03226,11,3,2,0,1.933,4,2,0.3667,0.8182,0.5667,0.3667,0.03333,0.3333,0.1667,0.1,0,0.03333,0,0,0,0,1.5,0,0.4737,2.375,6.125,3.125,40,120,3,0.2258,0.2151,1.05,0.4409,5,10,5,0.6,0.03168,2.385,0.459,0.3871,0.2076,1,0.125,0,0.3912,0.2095,0.07692,12.5,13
'X6',0.3846,0.3846,0.8,0.8,2,2,4,4,4,5,69,69,1,0,9,2,3,2,2,4,2,0.5,0.3333,0.1667,0.1667,0.1667,0.6667,0,0.1667,0,0,0,0,0,0,0,0,0.5,2,3.8,3.111,120,80,1.5,0.2439,0.2195,1.111,0.4634,5,5,5,0.6,0.03516,3.25,0,0.2692,0.06934,0.5,0.25,0,0.2703,0.07217,0.2222,4,4.5
'X6',0.3448,0.3448,0.5,0.5,3,9,5,8,7,12,74,72,0.4483,0.5517,2,3,2,0,1.357,3,2,0.4286,0.6667,0.5357,0.4286,0.1429,0.4286,0.07143,0.03571,0,0.03571,0,0,0,0,0,0.06897,0.5625,2.286,4.429,3.19,120,60,2,0.2099,0.1852,1.133,0.3951,5,9,5,0.6,0.03133,2.417,0.1443,0.3793,0.2883,1.5,0.125,0,0.3834,0.2925,0.08333,11.5,12
'X6',0.2581,0.2581,0.75,0.75,3,9,6,7,7,11,74,72,0.5806,0.4194,2,6,3,2,2.2,4,1,0.5,0.3333,0.2,0.1333,0.1667,0.6667,0.03333,0.1333,0,0.03333,0,0,0,0,0,0.03226,0.4231,2,4.923,5.417,120,60,2,0.1667,0.1449,1.15,0.3116,5,10,10,0.3,0.02619,3.875,0.1179,0.25,0.1021,0.5,0.125,0,0.2495,0.1038,0.1143,8.25,8.75
'X6',0.3448,0.3448,0.7,0.7,7,5,4,5,5,7,67,69,0.7586,0.2414,7,3,2,0,1.286,2,2,0.5357,0.6,0.6429,0.5357,0.03571,0.3571,0.03571,0,0,0.07143,0,0,0,0,0,0,0.6923,1.857,4.143,3.125,120,60,2,0.2211,0.2,1.105,0.4211,5,8,5,0.6,0.03385,2.9,2.179,0.3276,0.2201,1,0.125,0,0.3343,0.2206,0.09524,10,10.5
'X6',0.3333,0.3333,0.5556,0.5556,7,5,4,9,8,12,67,69,0.7407,0.2593,7,3,2,0,1.808,3,2,0.3077,1,0.4615,0.3077,0.1538,0.4615,0.1154,0.07692,0,0.03846,0,0,0,0,2,0,0.4444,2.25,4.625,3.176,80,40,2,0.2771,0.241,1.15,0.5181,5,5,5,0.4,0.03592,2.455,0.8036,0.3704,0.145,0.75,0.25,0,0.3745,0.1458,0.09091,10.5,11
'X6',0.3,0.3,0.6667,0.6667,2,8,6,6,6,9,69,69,0.8,0.2,9,6,3,2,1.778,4,2,0.5556,0.4,0.2222,0.2222,0.1111,0.6667,0,0.1111,0,0,0,0,0,0,0,0,0.4286,3.5,7,2.25,40,80,2,0.2727,0.2273,1.2,0.5,5,5,5,0.6,0.03575,2,1.768,0.45,0.2297,0.75,0.25,0,0.4717,0.232,0.1818,5,5.5
'X6',0.1875,0.1875,1,1,1,2,6,8,7,12,71,73,0.4688,0.5312,0,3,3,2,2.226,3,1,0.3871,0.8333,0.1935,0.06452,0.3226,0.7097,0.06452,0.09677,0,0.06452,0,0,0,0,0,0,0.5517,2.9,5.7,6.087,120,60,2,0.25,0.2212,1.13,0.4712,5,5,5,0.6,0.03524,2.667,0.3819,0.3594,0.1789,1,0.25,0,0.3544,0.18,0.08,12,12.5
'X6',0.4286,0.4286,0.8333,0.8333,2,2,3,4,4,5,74,75,0,1,2,1,3,2,1.385,3,2,0.6154,0.375,0.2308,0.2308,0.1538,0.7692,0,0,0,0,0,0,0,0,0,0,0.5,2,3.2,2.6,80,120,1.5,0.2128,0.1915,1.111,0.4043,5,9,5,0.4,0.03043,2.8,2.475,0.3036,0.1362,0.5,0.125,0,0.288,0.1289,0.1905,4.75,5.25
'X6',0.1923,0.1923,1,1,2,2,5,9,8,12,74,77,0.07692,0.9231,2,6,0,2,1.88,3,2,0.56,0.2857,0.24,0.16,0.16,0.72,0.04,0.04,0,0.04,0,0,0,0,0,0.07692,0.4762,2.625,5,4.625,40,80,2,0.3279,0.2623,1.25,0.5902,5,5,5,0.6,0.0376,1.857,0.1443,0.5192,0.2909,1.25,0.25,0,0.5095,0.293,0.06897,14,14.5
'X6',0.2667,0.2667,1,1,5,5,4,6,6,9,64,66,1,0,4,2,2,0,1.857,2,2,0.3571,1,0.5,0.3571,0.07143,0.4286,0.07143,0.07143,0,0.07143,0,0,0,0,0,0,0.4444,2.25,5.25,2.778,40,80,2,0.2273,0.2045,1.111,0.4318,5,5,5,0.6,0.03493,2.5,1.061,0.35,0.1842,0.75,0.25,0,0.3388,0.1862,0.16,5.75,6.25
'X6',0.2581,0.2581,0.875,0.875,2,2,5,6,6,9,74,72,0.5161,0.4839,2,4,3,2,2.033,2,2,0.4333,0.6154,0.4667,0.2667,0.06667,0.5,0.1333,0.03333,0,0.06667,0,0,0,0,1,0.03226,0.5455,2,4.909,3.957,40,120,3,0.2754,0.2754,1,0.5507,4,5,5,0.6,0.03802,1.722,0.2083,0.5645,0.2497,1.5,0.25,0,0.5662,0.2537,0.05405,18,18.5
'X6',0.3571,0.3571,0.4,0.4,5,5,5,6,6,9,65,64,1,0,5,5,1,2,2.462,5,2,0.3077,0.75,0.5385,0.2308,0,0.3077,0.3077,0.1538,0,0,0,0,0,0,1,0,0.4,3.333,9,3.875,120,40,3,0.4,0.35,1.143,0.75,3,3,3,1,0.04602,1.077,0.4111,0.8929,0.7119,2.5,0.5,0,0.9226,0.7316,0.07407,13,13.5
'X6',0.3478,0.3478,0.625,0.625,2,2,3,6,5,12,69,69,0.913,0.08696,9,3,2,2,2.955,3,1,0.7273,0.125,0.2727,0.04545,0,0.7273,0.09091,0,0,0.04545,0,0.09091,0,0,0,0.08696,0.4762,2.1,6.3,4.471,60,40,1.5,0.2258,0.2097,1.077,0.4355,5,5,5,0.4,0.03502,2.091,0.6292,0.4348,0.188,0.75,0.25,0,0.4313,0.1918,0.09091,10.5,11
'X6',0.2766,0.2766,0.8462,0.8462,5,7,5,6,6,9,74,71,0.6596,0.3404,2,4,2,2,2.239,4,2,0.5435,0.24,0.2391,0.1304,0.1087,0.6522,0.06522,0.1087,0,0.04348,0,0,0,0,0,0,0.4,2.105,5.263,5.026,120,80,1.5,0.2115,0.1923,1.1,0.4038,5,10,5,0.6,0.031,2.938,0.4732,0.3245,0.2454,1.25,0.125,0,0.3256,0.2479,0.06154,15.75,16.25
'X6',0.3214,0.3214,0.5556,0.5556,3,3,4,7,7,10,69,68,0.8571,0.1429,9,2,3,2,2.481,4,1,0.3704,0.5,0.2963,0.1481,0.1852,0.5556,0.1481,0.07407,0,0,0.07407,0,0,0,0,0,0.4348,2.3,6.3,6,120,48,2.5,0.2128,0.2021,1.053,0.4149,5,5,5,0.6,0.03483,2.8,2.097,0.3304,0.1931,1,0.25,0,0.3143,0.178,0.09756,9.75,10.25
'X6',0.32,0.32,0.875,0.875,2,2,4,6,5,12,71,69,0.96,0.04,11,4,3,2,1.833,3,2,0.3333,0.875,0.5,0.2917,0.08333,0.4167,0.2083,0.08333,0,0,0,0,0,0,4,0.04,0.4118,2.429,5.857,3.111,40,120,3,0.1974,0.1974,1,0.3947,3,10,6,0.6667,0.02898,2.5,1.876,0.36,0.192,1,0.125,0,0.3641,0.1948,0.1,9.5,10
'X6',0.44,0.44,0.6364,0.6364,2,2,2,6,6,8,71,70,0.92,0.08,11,1,2,0,0.9167,3,2,0.5,0.5,0.5833,0.5,0.1667,0.4167,0.08333,0,0,0,0,0,0,0,0,0.28,0.3333,4,5.667,2.947,120,60,2,0.186,0.1512,1.231,0.3372,3,10,10,0.3,0.02607,3.125,0.3536,0.31,0.1772,0.75,0.125,0,0.3016,0.1765,0.1143,8.25,8.75
'X6',0.25,0.25,1,1,2,2,4,6,5,12,67,68,0.9375,0.0625,7,3,3,2,2,3,2,0.5333,0.25,0.2667,0.1333,0.1333,0.6667,0.1333,0.06667,0,0,0,0,0,0,1,0.125,0.6154,3.25,5.75,3,120,60,2,0.2353,0.1961,1.2,0.4314,5,10,5,0.6,0.03025,2.667,0.3536,0.3359,0.1348,0.5,0.125,0,0.3328,0.1391,0.1569,5.875,6.375
'X6',0.4375,0.4375,0.4286,0.4286,2,2,4,6,6,10,69,69,0.8125,0.1875,9,3,3,2,2.067,4,2,0.3333,0.6,0.2667,0.2,0.2,0.5333,0.06667,0.2,0,0,0,0,0,0,0,0,0.5,2,4.333,3.5,40,48,1.2,0.2083,0.2083,1,0.4167,5,5,5,0.6,0.03493,2.286,0.8839,0.375,0.2041,0.75,0.25,0,0.3828,0.2085,0.1429,6.5,7
'X6',0.4615,0.4615,0.6667,0.6667,2,2,3,4,4,5,62,63,1,0,2,1,3,2,1.167,3,2,0.5,0.6667,0.3333,0.3333,0.1667,0.6667,0,0,0,0,0,0,0,0,0,0,0.5,2.667,4,2.444,120,80,1.5,0.2444,0.2222,1.1,0.4667,5,5,5,0.6,0.03524,3.25,0,0.25,0,0.25,0.25,0,0.2495,0,0.2353,3.75,4.25
'X6',0.4583,0.4583,0.3636,0.3636,3,2,3,7,6,12,74,73,0.3333,0.6667,2,2,1,0,2,3,2,0.3478,0.75,0.6957,0.3478,0,0.2609,0.3043,0.04348,0,0.04348,0,0,0,0,6,0,0.5333,1.875,4.75,3.235,80,120,1.5,0.2338,0.2078,1.125,0.4416,5,5,5,0.4,0.03497,2.667,0.8839,0.3542,0.1939,0.75,0.25,0,0.3582,0.1969,0.1053,9,9.5
'X6',0.4,0.4,0.6667,0.6667,2,2,3,6,5,12,71,69,0.9333,0.06667,11,3,2,2,1.793,3,2,0.3793,0.8182,0.5172,0.3103,0.03448,0.4138,0.2069,0.06897,0,0,0,0,0,0,5,0.06667,0.45,2.5,6.125,3.217,40,120,3,0.2043,0.2043,1,0.4086,3,10,5,0.6,0.02941,2.5,0.6292,0.3708,0.1871,1,0.125,0,0.3659,0.1888,0.08247,11.62,12.12
'X6',0.3462,0.3462,0.4444,0.4444,2,5,4,9,8,12,67,69,0.7692,0.2308,7,3,2,2,1.88,3,2,0.32,0.875,0.44,0.28,0.16,0.48,0.12,0.08,0,0.04,0,0,0,0,2,0,0.4444,2.25,4.625,3.25,80,40,2,0.2933,0.2667,1.1,0.56,5,5,5,0.4,0.03673,2.364,0.5774,0.4038,0.213,1.25,0.25,0,0.4095,0.2151,0.08696,11,11.5
'X6',0.2593,0.2593,0.7143,0.7143,3,3,4,8,7,12,69,68,0.8889,0.1111,9,3,3,2,1.962,3,1,0.5385,0.2857,0.2692,0.1154,0.1538,0.6923,0.1538,0.03846,0,0,0,0,0,0,1,0.07407,0.5652,3.833,7.667,4.889,40,120,3,0.2222,0.1975,1.125,0.4198,5,10,5,0.6,0.0313,2.455,0.8036,0.3704,0.1945,1,0.125,0,0.3649,0.1966,0.09091,10.5,11
'X6',0.2812,0.2812,0.7778,0.7778,7,5,5,9,8,12,67,70,0.625,0.375,7,5,1,0,1.677,3,2,0.3226,1,0.4516,0.3226,0.1613,0.4839,0.09677,0.06452,0,0.03226,0,0,0,0,2,0,0.4286,2.333,5.444,3.773,80,40,2,0.2842,0.2632,1.08,0.5474,5,5,5,0.4,0.03645,2.462,0.4194,0.375,0.1555,0.75,0.25,0,0.3785,0.1564,0.07692,12.5,13
