@relation group355
@attribute class {'X1','X2','X3','X4','X5','X6','X7'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Melodic_Large_Intervals numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Amount_of_Staccato numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@data
'X4',0.3333,0.3333,0.6667,0.6667,2,7,5,5,5,7,69,70,0.7778,0.2222,9,4,2,0,2.125,6,2,0.25,1,0.5,0.25,0.125,0.375,0.25,0.125,0,0,0,0,0,0,1,0,0.3333,3,6,2.75,80,40,2,0.3182,0.2273,1.4,0.5455,5,5,5,0.4,0.03682,2.25,0,0.3889,0.1318,0.5,0.25,0,0.3745,0.1336,0.2222,4,4.5
'X4',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,71,70,1,0,11,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,2,2,2,120,60,2,0.6667,0.3333,2,1,2,2,2,1,0.0586,1.5,0,0.4167,0.1443,0.5,0.25,0,0.4995,0,0.4444,1.75,2.25
'X4',1,1,0,0,74,2,1,1,1,0,74,74,0,1,2,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,60,1.333,0.5,0.25,2,0.75,3,3,3,0.3333,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5
'X4',0.4444,0.4444,0.5,0.5,7,5,5,5,5,9,74,72,0.4444,0.5556,2,3,1,2,2.5,5,2,0.375,0.6667,0.625,0.25,0,0.375,0.25,0,0,0.125,0,0,0,0,1,0,0.5,3,6.5,2,120,60,2,0.3529,0.2941,1.2,0.6471,3,5,3,1,0.04086,1.5,0.8839,0.5556,0.2732,1,0.25,0,0.4995,0.2315,0.1667,5.5,6
'X4',0.3333,0.3333,0.75,0.75,2,2,4,5,5,7,69,70,0.9167,0.08333,9,2,2,2,2,3,1,0.6364,0.2857,0.1818,0,0.1818,0.8182,0.1818,0,0,0,0,0,0,0,0,0,0.3636,2.75,4.25,4.143,120,60,2,0.3,0.2667,1.125,0.5667,3,5,5,0.6,0.03786,2,0.5303,0.4583,0.2087,1,0.25,0,0.4086,0.1261,0.1538,6,6.5
'X4',0.6,0.6,0.3333,0.3333,2,2,3,3,3,5,62,63,1,0,2,2,2,0,1.75,3,2,0.5,0.5,0.5,0.5,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0.5,2,2,1,40,48,1.2,0.3333,0.3333,1,0.6667,4,4,4,0.5,0.0412,1.667,0,0.45,0.326,1,0.25,0,0.437,0.375,0.3077,2.75,3.25
'X4',0.6667,0.6667,0.25,0.25,7,7,3,3,3,9,81,80,0,1,9,2,2,0,2.2,3,2,0.4,1,0.6,0.4,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0.3333,3,2,1.333,80,40,2,0.3636,0.1818,2,0.5455,4,5,4,0.5,0.0382,2,0,0.4583,0.1882,0.75,0.25,0,0.4495,0.2092,0.2667,3.25,3.75
'X4',0.3333,0.3333,1,1,3,2,3,3,3,5,71,73,0.3333,0.6667,2,2,1,3,4,2,2,0.5,1,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,2,3,0,120,60,2,0.6667,0.3333,2,1,2,2,2,1,0.0586,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5
'X4',0.2778,0.2778,1,1,3,2,3,6,6,9,71,72,0.4444,0.5556,2,2,1,2,1.706,2,2,0.4118,0.8571,0.5294,0.3529,0.05882,0.4706,0.1176,0,0,0.05882,0,0,0,0,1,0.05556,0.6364,2.2,4.4,2.75,60,40,1.5,0.3,0.275,1.091,0.575,3,5,3,0.6667,0.03923,1.636,0.2887,0.5694,0.2066,1,0.25,0,0.5583,0.2078,0.08889,10.75,11.25
'X4',0.5,0.5,0.5,0.5,2,2,3,3,3,3,69,68,1,0,9,1,3,0,1,3,1,0.3333,1,0.3333,0.3333,0.3333,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2
'X4',0.3333,0.3333,1,1,3,2,3,3,3,5,71,73,0.3333,0.6667,2,2,1,3,4,2,2,0.5,1,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,2,3,0,120,60,2,0.6667,0.3333,2,1,2,2,2,1,0.0586,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5
'X4',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,74,73,0.3333,0.6667,2,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,80,1.333,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.5833,0.2887,0.75,0.25,0,0.4995,0.3536,0.3636,2.25,2.75
'X4',0.3333,0.3333,0.5,0.5,2,7,5,5,5,7,67,70,0.8333,0.1667,7,4,2,2,2.4,4,2,0.4,0.5,0.4,0.2,0.2,0.6,0,0,0,0.2,0,0,0,0,0,0,0.25,4,5,1,120,60,2,0.3636,0.2727,1.333,0.6364,3,5,3,1,0.03953,1.5,0,0.5,0.1581,0.75,0.25,0,0.4495,0.1118,0.25,3.5,4
'X4',1,1,0,0,74,2,1,1,1,0,74,74,0,1,2,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,60,1.333,0.5,0.25,2,0.75,3,3,3,0.3333,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5
'X4',0.6667,0.6667,0.25,0.25,3,3,3,3,3,5,69,68,1,0,9,2,1,0,1.4,3,2,0.4,1,0.6,0.4,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0.3333,3,2,1.333,80,120,1.5,0.3333,0.25,1.333,0.5833,4,5,4,0.5,0.03791,2,0,0.375,0.1369,0.5,0.25,0,0.3995,0.1369,0.3077,2.75,3.25
'X4',0.25,0.25,1,1,2,2,4,4,4,9,62,66,1,0,2,2,0,2,3.667,3,2,0.3333,1,0.3333,0,0,0.3333,0.3333,0.3333,0,0,0,0,0,0,0,0,0.6667,3,2,0,60,48,1.25,0.5,0.25,2,0.75,3,3,3,0.3333,0.04801,2,0,0.375,0.25,0.75,0.25,0,0.4162,0.2887,0.4,2,2.5
'X4',0.625,0.625,0.6,0.6,2,2,2,2,2,2,67,67,1,0,7,1,2,0,0.8571,2,2,0.5714,0.75,0.5714,0.5714,0,0.4286,0,0,0,0,0,0,0,0,0,0,0.6667,1.5,2,1.5,120,80,1.5,0.3,0.25,1.2,0.55,5,5,5,0.6,0.03698,2.667,0,0.25,0,0.25,0.25,0,0.2495,0,0.3333,2.5,3
'X4',0.3333,0.3333,1,1,2,2,3,3,3,4,67,69,1,0,7,1,3,2,3,2,2,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,2,2,0,69,120,1.739,0.3333,0.3333,1,0.6667,3,3,3,0.3333,0.04522,1.5,0,0.3333,0.1909,0.5,0.125,0,0.437,0.08839,0.5,1.5,2
'X4',0.2857,0.2857,1,1,1,11,5,5,5,10,71,69,1,0,0,4,2,2,3.167,5,2,0.3333,0.5,0.1667,0.1667,0.1667,0.5,0,0.1667,0,0,0.1667,0,0,0,0,0,0.2,5,10,2.5,120,40,3,0.25,0.1667,1.5,0.4167,4,7,7,0.4286,0.03167,1.75,0,0.4643,0.3122,1,0.125,0,0.4162,0.3129,0.2353,3.75,4.25
'X4',0.3043,0.3043,0.7143,0.7143,2,2,4,6,5,12,69,69,0.913,0.08696,9,4,3,2,3,3,1,0.7273,0.125,0.1364,0,0.09091,0.8182,0,0.04545,0,0.04545,0,0.09091,0,0,0,0,0.4091,2.2,6.4,4.765,40,120,3,0.2586,0.2069,1.25,0.4655,5,5,5,0.6,0.03531,1.917,0.75,0.4783,0.2911,1.5,0.25,0,0.4881,0.2936,0.08333,11.5,12
'X4',0.5,0.5,0.4,0.4,3,3,4,4,4,5,64,65,1,0,4,2,3,0,1.111,4,2,0.5556,0.4,0.5556,0.5556,0.1111,0.3333,0,0.1111,0,0,0,0,0,0,0,0,0.25,4,5,1.833,120,48,2.5,0.24,0.2,1.2,0.44,5,5,5,0.6,0.03509,2.5,0,0.3,0.1581,0.75,0.25,0,0.3051,0.1667,0.25,3.5,4
'X4',0.3333,0.3333,1,1,2,2,4,4,4,5,74,76,0,1,2,2,3,2,2,3,1,0.6,0.3333,0.2,0,0.2,0.8,0.2,0,0,0,0,0,0,0,0,0,0.6,5,5,4,120,80,1.5,0.3636,0.2727,1.333,0.6364,3,5,3,0.6667,0.03953,2,0,0.4167,0.3028,1,0.25,0,0.2995,0.1118,0.2857,3,3.5
'X4',0.5,0.5,0.5,0.5,2,2,3,3,3,7,74,76,0,1,2,3,1,0,2.333,3,2,0.3333,1,0.3333,0.3333,0,0.3333,0,0.3333,0,0,0,0,0,0,0,0,1,0,0,1,120,60,2,0.5,0.3333,1.5,0.8333,3,3,3,1,0.04891,1.333,0,0.5,0,0.5,0.5,0,0.4995,0,0.3333,2.5,3
'X4',0.2667,0.2667,0.75,0.75,3,3,5,6,6,9,69,67,1,0,9,4,3,2,2,1,2,0.7857,0.09091,0.07143,0.07143,0.07143,0.8571,0,0.07143,0,0,0,0,0,0,0,0,0.4615,2.6,5.2,4.444,80,40,2,0.3143,0.2857,1.1,0.6,5,5,5,0.4,0.03776,1.875,0.3536,0.5,0.2113,0.75,0.25,0,0.4817,0.2072,0.1176,8,8.5
'X4',0.4,0.4,0.5,0.5,5,5,4,4,4,9,67,67,1,0,7,3,2,2,3.25,3,2,0.5,0.5,0.25,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.5,4,4,3,40,120,3,0.4,0.4,1,0.8,3,3,3,0.6667,0.04702,1,0.7071,0.95,0.9083,2.5,0.25,0,1.125,0.9465,0.1739,5.25,5.75
'X4',0.2353,0.2353,0.75,0.75,3,3,6,7,7,10,69,68,0.8235,0.1765,9,6,1,2,2.812,3,1,0.4375,0.5714,0.3125,0.0625,0.0625,0.5,0.25,0.125,0,0,0.0625,0,0,0,0,0.05882,0.2667,2.5,6.333,5.9,120,60,2,0.3333,0.3056,1.091,0.6389,3,5,3,1,0.04085,1.545,0.6292,0.6176,0.5009,2.5,0.25,0,0.6401,0.508,0.08696,11,11.5
'X4',0.5,0.5,0.3333,0.3333,5,2,4,4,4,5,74,72,0.5,0.5,2,2,3,0,1,3,2,0.4,1,0.4,0.4,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.3636,0.2727,1.333,0.6364,3,5,3,0.6667,0.03953,2,0,0.375,0.2092,0.75,0.25,0,0.2995,0.1118,0.3077,2.75,3.25
'X4',0.5714,0.5714,0.5,0.5,3,9,3,3,3,3,74,72,0.4286,0.5714,2,1,3,0,1.333,3,3,0.5,0.6667,0.8333,0.5,0,0.1667,0.3333,0,0,0,0,0,0,0,0,0,0.3333,1.5,3,1.5,80,120,1.5,0.2857,0.2857,1,0.5714,4,5,4,0.25,0.03779,2.333,0,0.3929,0.244,0.75,0.25,0,0.3328,0.2041,0.2667,3.25,3.75
'X4',0.4286,0.4286,1,1,2,2,3,3,3,4,69,69,1,0,9,1,3,2,1.667,3,2,0.5,0.6667,0.5,0.3333,0,0.5,0.1667,0,0,0,0,0,0,0,0,0,0.25,2,4,2.25,120,60,2,0.1875,0.125,1.5,0.3125,5,10,10,0.3,0.02634,2.333,0,0.2856,0.1675,0.5,0.125,0,0.2495,0.1514,0.3335,1.333,3
'X4',0.4,0.4,0.5,1,4,4,4,4,3,12,59,60,1,0,7,2,2,4,4,3,1,0.5,0.5,0.75,0,0,0,0.75,0.25,0,0,0,0,0,0,0.5,0,0.75,4,4,2,80,120,1.5,0.2857,0.2857,1,0.5714,5,5,5,0.4,0.03694,1.667,0,0.4,0.2236,0.75,0.25,0,0.3745,0.25,0.3333,2.5,3
'X4',0.3636,0.3636,0.5,0.5,2,7,5,5,5,7,67,69,0.8182,0.1818,7,4,2,0,1.7,5,2,0.4,0.75,0.6,0.4,0.1,0.4,0.1,0,0,0.1,0,0,0,0,0,0.09091,0.5,1.2,3,1.333,40,120,3,0.1923,0.1923,1,0.3846,4,10,6,0.5,0.02881,2.2,1.945,0.3636,0.2401,1,0.125,0,0.3745,0.25,0.2,4.5,5
'X4',0.25,0.25,1,1,2,9,5,5,5,7,69,70,0.875,0.125,0,4,3,2,2.143,3,1,0.7143,0.2,0.1429,0,0.1429,0.8571,0.1429,0,0,0,0,0,0,0,0,0,0.2857,2.333,4.333,2.667,40,80,2,0.25,0.25,1,0.5,5,5,5,0.6,0.03577,1.6,1.414,0.5,0.189,0.75,0.25,0,0.4995,0.2041,0.2,4.5,5
'X4',0.3,0.3,0.6667,0.6667,2,9,5,5,5,7,69,71,0.7,0.3,9,4,3,2,1.333,3,2,0.5556,0.4,0.2222,0.2222,0.2222,0.7778,0,0,0,0,0,0,0,0,0,0,0.4286,3.5,4.5,2.8,80,40,2,0.28,0.2,1.4,0.48,5,5,5,0.4,0.03565,2.5,0,0.325,0.1208,0.5,0.25,0,0.3328,0.125,0.2353,3.75,4.25
'X4',0.5,0.5,0.5,0.5,7,5,3,3,3,7,74,71,0.5,0.5,2,2,2,0,3.333,3,3,0.3333,1,1,0.3333,0,0,0.3333,0,0,0.3333,0,0,0,0,0,0,0.5,2,3,1,40,48,1.2,0.25,0.25,1,0.5,4,4,4,0.5,0.03903,2,0,0.4375,0.375,1,0.25,0,0.4995,0.433,0.3636,2.25,2.75
'X4',0.4,0.4,0.5,0.5,4,11,4,4,4,7,71,71,0.8,0.2,11,3,1,1,3.5,4,1,0.25,1,0.5,0,0.25,0.5,0.25,0,0,0.25,0,0,0,0,0,0,0.25,2,5.5,4,40,80,2,0.2857,0.2857,1,0.5714,5,5,5,0.6,0.03694,1.25,0,0.6,0.4183,1.25,0.25,0,0.437,0.2394,0.25,3.5,4
'X4',0.3333,0.3333,1,1,2,2,3,3,3,4,62,64,1,0,2,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1,0,0.6667,0.5204,1.25,0.25,0,0.3745,0.1768,0.3333,2.5,3
'X4',0.2941,0.2941,0.8,0.8,4,4,5,6,6,9,71,70,0.7647,0.2353,11,4,2,2,1.188,3,2,0.4375,0.8571,0.4375,0.375,0.125,0.5625,0.0625,0,0,0,0,0,0,0,0,0,0.8,2.5,3.5,2.091,120,40,3,0.234,0.2128,1.1,0.4468,5,5,5,0.6,0.03509,2.429,0,0.3529,0.1546,0.75,0.25,0,0.3433,0.1548,0.1429,6.5,7
'X4',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,76,75,0,1,4,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,2,2,2,40,60,1.5,0.3333,0.3333,1,0.6667,3,3,3,0.6667,0.04522,1,0,0.6667,0.2887,1,0.5,0,0.7495,0.3536,0.3333,2.5,3
'X4',0.5,0.5,1,1,7,5,2,2,2,7,67,70,0.5,0.5,2,2,0,7,7,1,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,48,0,48,1,0,0,1,1,1,1,1,0.07881,1,0,0.75,0.7071,1.25,0.25,0,1.25,0,0.4,2,2.5
'X4',0.3333,0.3333,1,1,2,2,3,3,3,5,62,64,1,0,2,2,1,2,3.5,2,3,0.5,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,2,2,0,60,80,1.333,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.5,0.25,0.75,0.25,0,0.4995,0.3536,0.4,2,2.5
'X4',0.5,0.5,0.5,0.5,1,2,3,3,3,3,72,72,0.75,0.25,0,1,3,0,1.333,3,1,0.3333,1,0.6667,0.3333,0.3333,0.3333,0.3333,0,0,0,0,0,0,0,0,0,0.5,2,1,1,120,48,2.5,0.4,0.2,2,0.6,4,4,4,0.5,0.04137,2,0,0.375,0.1443,0.5,0.25,0,0.4162,0.1443,0.4,2,2.5
'X4',1,1,0,0,71,11,1,1,1,0,71,71,1,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,1.25,0,1.25,1.25,0,0,0,0.4444,1.75,2.25
'X4',0.4615,0.4615,0.3333,0.3333,7,2,4,5,5,9,74,72,0.3846,0.6154,2,2,1,2,1.833,3,2,0.4167,0.6,0.5,0.25,0.08333,0.5,0.25,0,0,0,0,0,0,0,0.5,0,0.4444,2.25,5,2.375,48,120,2.5,0.2162,0.2162,1,0.4324,5,5,5,0.2,0.03488,2.6,2.298,0.3077,0.1498,0.75,0.25,0,0.312,0.1554,0.2,4.5,5
'X4',0.5714,0.5714,0.25,0.25,5,1,4,4,4,5,74,72,0.2857,0.7143,2,2,3,0,0.8333,3,2,0.5,0.6667,0.5,0.5,0.1667,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40,60,1.5,0.3333,0.3333,1,0.6667,3,3,3,0.6667,0.04522,1.4,1.237,0.5714,0.5096,1.5,0.125,0,0.6245,0.5362,0.2,4.5,5
'X4',0.5,0.5,0.6667,0.6667,2,2,3,3,3,4,69,68,1,0,9,1,3,2,1.2,2,2,0.6,0.6667,0.4,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0.3333,3,2,1.333,60,80,1.333,0.2727,0.2727,1,0.5455,3,5,5,0.4,0.0382,2,0,0.3333,0.1291,0.5,0.25,0,0.3495,0.1369,0.3333,2.5,3
'X4',0.6667,0.6667,0.5,0.5,3,9,2,2,2,3,74,73,0.3333,0.6667,2,1,2,3,3,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,3,2,120,60,2,0.6667,0.3333,2,1,2,2,2,1,0.0586,1.5,0,0.4167,0.1443,0.5,0.25,0,0.4995,0,0.4444,1.75,2.25
'X4',0.5,0.5,1,1,2,2,2,2,2,2,74,75,0,1,2,1,2,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,0.25,0.5,2,2,2,40,48,1.2,0.2,0.2,1,0.4,5,5,5,0.6,0.0348,1,0,0.875,0.7773,2,0.25,0,0.4995,0.25,0.2222,4,4.5
'X4',1,1,0,0,79,7,1,1,1,0,79,79,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3333,0,2.5,0,2.5,2.5,0,0,0,0.2857,3,3.5
'X4',0.3333,0.3333,1,1,5,5,3,3,3,7,62,66,1,0,2,3,0,2,3.5,2,3,0.5,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,40,60,1.5,0.3333,0.3333,1,0.6667,3,3,3,0.6667,0.04522,1,0,0.8333,0.2887,1,0.5,0,0.7495,0.3536,0.2857,3,3.5
'X4',0.375,0.375,0.6667,0.6667,2,2,5,5,5,7,71,70,0.875,0.125,11,4,2,2,2.286,3,1,0.4286,1,0.4286,0,0.1429,0.5714,0.4286,0,0,0,0,0,0,0,0,0.125,0.2857,2.333,3.667,2.667,120,60,2,0.3333,0.2778,1.2,0.6111,3,6,3,1,0.03879,1.6,1.414,0.5,0.2409,1,0.125,0,0.4281,0.1417,0.2,4.5,5
'X4',0.2727,0.2727,0.6667,0.6667,2,9,5,5,5,7,69,70,0.8182,0.1818,9,4,2,2,2.6,4,1,0.6,0.3333,0.1,0,0.2,0.8,0,0.1,0,0.1,0,0,0,0,0,0,0.5,2,3.8,3.167,80,120,1.5,0.2333,0.2333,1,0.4667,5,5,5,0.4,0.0352,2.2,1.945,0.3977,0.3299,1.25,0.125,0,0.4245,0.3344,0.186,4.875,5.375
'X4',0.5,0.5,0.5,0.5,2,2,3,3,3,4,76,76,0,1,4,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6667,3,2,2,120,60,2,0.5,0.3333,1.5,0.8333,3,3,3,1,0.04891,1.333,0,0.5,0,0.5,0.5,0,0.4995,0,0.3333,2.5,3
'X4',0.2941,0.2941,0.8,0.8,1,11,5,5,5,7,71,72,0.7059,0.2941,11,4,2,0,1.125,3,2,0.375,1,0.4375,0.375,0.1875,0.5625,0.0625,0,0,0,0,0,0,0,0,0,0.5,3.333,5,3.083,120,80,1.5,0.2241,0.2069,1.083,0.431,5,5,5,0.6,0.03489,3.4,2.828,0.2794,0.08303,0.5,0.25,0,0.2808,0.08539,0.1739,5.25,5.75
'X4',0.5,0.5,1,1,2,2,2,2,2,2,74,75,0,1,2,1,2,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,0,0.5,2,2,2,60,40,1.5,0.5,0.25,2,0.75,3,3,3,0.6667,0.04801,1,0,0.875,0.25,1,0.5,0,0.8328,0.2887,0.2222,4,4.5
'X4',0.5,0.5,0.5,0.5,2,2,3,3,3,4,69,69,1,0,9,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6667,3,2,2,120,48,2.5,0.4,0.2,2,0.6,4,4,4,0.5,0.04137,2,0,0.375,0.1443,0.5,0.25,0,0.4162,0.1443,0.4,2,2.5
'X4',0.25,0.25,1,1,5,5,5,5,5,10,62,67,1,0,2,4,1,2,2.714,5,3,0.2857,1,0.2857,0.1429,0.1429,0.4286,0.1429,0.2857,0,0,0,0,0,0,0,0,0.3333,6,10,3.333,120,40,3,0.2857,0.2143,1.333,0.5,5,5,5,0.6,0.03606,2,0,0.4219,0.2582,1,0.25,0,0.4281,0.2782,0.2286,3.875,4.375
'X4',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,76,75,0,1,4,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,2,2,2,40,60,1.5,0.3333,0.3333,1,0.6667,3,3,3,0.6667,0.04522,1,0,0.6667,0.2887,1,0.5,0,0.7495,0.3536,0.3333,2.5,3
'X4',0.5,0.5,0.5,0.5,2,11,3,3,3,3,71,70,1,0,11,1,3,0,1,3,1,0.3333,1,0.3333,0.3333,0.3333,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,60,1.333,0.5,0.25,2,0.75,3,3,3,0.3333,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5
'X4',0.6,0.6,0.6667,0.6667,1,11,2,2,2,1,72,71,1,0,0,1,2,1,0.75,2,1,0.75,0.3333,0.25,0.25,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0.6667,1.5,1,2,48,60,1.25,0.2857,0.2857,1,0.5714,5,5,5,0.2,0.03694,2.5,0,0.35,0.2236,0.75,0.25,0,0.3745,0.25,0.3636,2.25,2.75
'X4',0.5,0.5,1,1,2,2,2,2,2,2,67,68,1,0,7,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,1,0,0,1,1,1,1,1,0.07881,0.6667,0,1.25,0.3536,1.5,1,0,0.9995,0,0.2857,3,3.5
'X4',0.5,0.5,0.6667,0.6667,2,2,3,3,3,5,67,68,1,0,7,2,2,2,2.6,2,3,0.8,0.25,0,0,0,0.8,0,0.2,0,0,0,0,0,0,0,0,0.6,1.25,2,2,80,40,2,0.3636,0.1818,2,0.5455,4,5,4,0.5,0.0382,2,0,0.4583,0.1882,0.75,0.25,0,0.4495,0.2092,0.2667,3.25,3.75
'X4',0.3684,0.3684,0.7143,0.7143,3,9,3,6,6,9,74,72,0.5789,0.4211,2,1,3,3,2.333,5,3,0.3333,0.5,0.6667,0.1667,0.1667,0.3333,0.4444,0,0,0.05556,0,0,0,0,3,0,0.4,1.5,4.1,3.385,120,48,2.5,0.2174,0.2029,1.071,0.4203,5,5,5,0.6,0.03485,3.167,0,0.2763,0.07883,0.5,0.25,0,0.2773,0.08085,0.16,5.75,6.25
'X4',0.3333,0.3333,1,1,4,4,3,3,3,6,63,66,1,0,3,1,3,2,3,2,2,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.875,0.9922,2,0.125,0,1.25,1.061,0.2759,3.125,3.625
'X4',0.5,0.5,1,1,2,2,2,2,2,2,74,75,0,1,2,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.75,0.3536,1,0.5,0,0.4995,0,0.4,2,2.5
